algoritmo;grupo_testes;atributos;layers;r2_validação;R²;treinamento (min);mst;mse;rmse;mae;mape;smape;geracoes;taxa_mutação;taxa_crossover;tamanho_população;
[EFS-AHP]GPT;algoritmos_evolutivos;11;0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 1 1 1 1 0 1 0 0 0 0 0 0 0 ;"0,883688839";"0,848358125";"35,10785";"81,6426803";"9,495954946";"3,081550737";"2,368020401";"0,075125334";"0,072152498";10;"0,1";"0,8";100;
[EFS-AHP]GPT;algoritmos_evolutivos;8;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 1 0 1 1 0 1 ;"0,92384471";"0,837831357";"35,24541667";"81,48549619";"6,205551559";"2,49109445";"1,787467991";"0,057234642";"0,055123636";10;"0,1";"0,8";100;
[EFS-AHP]GPT;algoritmos_evolutivos;8;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 0 ;"0,86926282";"0,872954857";"39,74186667";"94,03413753";"12,29375793";"3,50624556";"2,655763334";"0,090355977";"0,084588125";10;"0,1";"0,8";100;
[EFS-AHP]GPT;algoritmos_evolutivos;7;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0 ;"0,873817351";"0,887513649";"34,3807";"77,97134359";"9,838630701";"3,136659162";"2,291669117";"0,072333249";"0,069208741";10;"0,1";"0,8";100;
[EFS-AHP]GPT;algoritmos_evolutivos;8;0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 ;"0,865907325";"0,763430686";"32,75163333";"99,35074476";"13,32220713";"3,64995988";"2,529499608";"0,075181044";"0,072717353";10;"0,1";"0,8";100;
[EFS-AHP]GPT;algoritmos_evolutivos;8;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0 1 0 0 0 0 0 1 1 1 0 0 ;"0,911793826";"0,813520386";"34,81413333";"81,91358511";"7,225283923";"2,687988825";"1,928620592";"0,058441171";"0,057119234";10;"0,1";"0,8";100;
[EFS-AHP]GPT;algoritmos_evolutivos;7;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 1 0 0 1 0 1 ;"0,891022764";"0,853596563";"45,72845";"69,02368346";"7,522010231";"2,742628344";"2,098339914";"0,065058688";"0,064362312";10;"0,1";"0,8";100;
[EFS-AHP]GRUPO;algoritmos_evolutivos;9;1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ;"0,800372827";"0,716876275";"63,97655";"62,03502311";"12,38387632";"3,519073219";"2,824326523";"0,089244879";"0,086089032";10;"0,1";"0,8";100;
[EFS-AHP]GRUPO;algoritmos_evolutivos;11;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 ;"0,873214905";"0,844293402";"66,0535";"85,03465114";"10,78112636";"3,283462557";"2,273988176";"0,077238772";"0,072609459";10;"0,1";"0,8";100;
[EFS-AHP]GRUPO;algoritmos_evolutivos;7;0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 ;"0,879792279";"0,785698276";"75,12946667";"96,98654968";"11,65853211";"3,414459271";"2,476511459";"0,075930558";"0,072847472";10;"0,1";"0,8";100;
[EFS-AHP]GRUPO;algoritmos_evolutivos;11;0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 ;"0,905265042";"0,858289767";"74,61451667";"70,96102427";"6,722489687";"2,592776444";"1,955250664";"0,057955541";"0,056999297";10;"0,1";"0,8";100;
[EFS-AHP]GRUPO;algoritmos_evolutivos;7;0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ;"0,83643718";"0,828718542";"74,78161667";"87,64477082";"14,33542586";"3,786215242";"2,992623961";"0,088375393";"0,085971332";10;"0,1";"0,8";100;
[EFS-AHP]GRUPO;algoritmos_evolutivos;8;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 ;"0,865002163";"0,798469408";"78,92566667";"100,184355";"13,52467125";"3,677590414";"2,76405041";"0,088397134";"0,08281158";10;"0,1";"0,8";100;
[EFS-AHP]GRUPO;algoritmos_evolutivos;8;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 ;"0,908383062";"0,884280966";"69,49265";"77,39962291";"7,091116427";"2,662915024";"1,921515274";"0,05951424";"0,057421359";10;"0,1";"0,8";100;
[EFS-AHP]GRUPO;algoritmos_evolutivos;11;0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 ;"0,905265042";"0,858289767";"74,61451667";"70,96102427";"6,722489687";"2,592776444";"1,955250664";"0,057955541";"0,056999297";10;"0,1";"0,8";100;
[EFS-AHP]GRUPO;algoritmos_evolutivos;12;0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ;"0,872925287";"0,860680627";"72,44925";"76,58939756";"9,732575746";"3,119707638";"2,437665181";"0,078052589";"0,075034081";10;"0,1";"0,8";100;
[EFS-AHP]GRUPO;algoritmos_evolutivos;11;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 ;"0,875795943";"0,793854536";"72,0211";"101,0742267";"12,55382899";"3,543138297";"2,388411207";"0,081912506";"0,076167721";10;"0,1";"0,8";100;
RANDOM SEARCH;algoritmos_evolutivos;30;1 1 1 1 1 1 1 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 1 1 1 0 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 ;"0,710744214";"0,617383339";"136,2577167";"75,78752919";"21,92198133";"4,682091556";"3,551974766";"0,110897398";"0,105742763";10;"0,1";"0,8";100;
RANDOM SEARCH;algoritmos_evolutivos;29;1 0 1 0 1 1 1 1 0 1 1 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 1 0 1 0 1 1 1 1 1 0 1 0 0 1 1 1 0 0 1 1 1 ;"0,790263679";"0,716740174";"134,4882667";"62,80128365";"13,17171016";"3,629285075";"2,966636782";"0,089219109";"0,087119941";10;"0,1";"0,8";100;
RANDOM SEARCH;algoritmos_evolutivos;28;1 0 0 1 1 0 1 1 0 0 0 0 0 0 1 0 1 1 0 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 ;"0,711378823";"0,626954943";"138,9988833";"65,23243062";"18,82746089";"4,339062213";"3,392289448";"0,106222589";"0,101483045";10;"0,1";"0,8";100;
RANDOM SEARCH;algoritmos_evolutivos;24;1 0 1 0 0 1 0 1 0 1 0 1 0 0 1 1 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 1 1 1 1 0 1 0 0 1 0 0 0 1 1 1 1 0 0 ;"0,736327322";"0,503032567";"131,6962167";"89,46392522";"23,58919273";"4,856870673";"3,935892097";"0,127658169";"0,118922781";10;"0,1";"0,8";100;
RANDOM SEARCH;algoritmos_evolutivos;27;1 0 0 0 0 1 1 1 0 1 1 1 1 1 0 0 0 1 1 1 0 0 1 0 1 1 0 1 0 0 0 1 0 0 1 1 0 1 1 1 1 0 0 0 0 0 1 0 1 0 1 1 0 0 ;"0,722115525";"0,571365839";"133,61645";"65,85587704";"18,30032581";"4,277888008";"3,460010785";"0,108546971";"0,104084855";10;"0,1";"0,8";100;
RANDOM SEARCH;algoritmos_evolutivos;28;0 1 1 0 1 1 0 1 1 0 1 0 1 0 0 0 1 1 0 0 1 0 1 1 1 0 0 1 0 0 0 1 1 0 0 1 0 1 1 1 1 0 0 0 0 0 0 1 1 0 1 1 1 1 ;"0,721540806";"0,573648925";"134,4389833";"88,37843798";"24,60978861";"4,960825396";"3,880835583";"0,12109206";"0,114359662";10;"0,1";"0,8";100;
RANDOM SEARCH;algoritmos_evolutivos;29;1 0 0 1 0 0 0 1 0 1 0 0 1 0 0 1 0 0 0 1 1 1 0 0 1 1 1 0 1 1 1 0 0 0 1 1 0 1 1 1 0 0 1 1 0 1 1 1 1 1 1 0 1 0 ;"0,711579055";"0,581051232";"133,4737";"86,88364191";"25,0590621";"5,005902726";"3,957574445";"0,117590388";"0,113581344";10;"0,1";"0,8";100;
RANDOM SEARCH;algoritmos_evolutivos;23;0 0 1 0 0 0 0 1 0 1 1 1 0 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 1 1 0 1 1 1 0 1 1 0 0 1 1 0 1 1 1 1 0 0 ;"0,724049879";"0,686311842";"131,2620667";"87,21355089";"24,0665899";"4,905771081";"3,878920624";"0,124866847";"0,117628574";10;"0,1";"0,8";100;
RANDOM SEARCH;algoritmos_evolutivos;25;0 0 0 1 0 0 1 0 1 0 1 1 0 0 1 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 1 1 0 1 1 1 1 0 1 0 1 0 0 1 1 1 0 1 1 ;"0,695192669";"0,606152787";"130,5336";"100,5927167";"30,66139752";"5,537273473";"4,147677531";"0,114751343";"0,112663482";10;"0,1";"0,8";100;
RANDOM SEARCH;algoritmos_evolutivos;23;0 1 1 1 1 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 0 1 1 1 1 0 0 1 0 1 0 1 0 1 0 0 1 1 1 0 ;"0,698347486";"0,596948442";"132,2761833";"82,446618";"24,8702296";"4,987006075";"3,98946974";"0,128245156";"0,119942969";10;"0,1";"0,8";100;
LAPPAS & YANNACOPOULOS;algoritmos_evolutivos;38;1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 1 1 1 1 0 ;"0,661030588";"0,475306835";"137,3635667";"84,68502884";"28,70563446";"5,357763942";"4,169610603";"0,133119259";"0,123377083";10;"0,1";"0,8";100;
LAPPAS & YANNACOPOULOS;algoritmos_evolutivos;34;1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 1 1 1 0 0 1 1 1 0 0 1 1 1 0 0 0 1 0 1 0 1 0 1 1 1 0 1 0 1 0 0 1 1 1 1 ;"0,65061123";"0,570766563";"136,3175167";"84,07535046";"29,37498327";"5,419869304";"4,188474804";"0,131274462";"0,122860321";10;"0,1";"0,8";100;
LAPPAS & YANNACOPOULOS;algoritmos_evolutivos;34;1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 0 1 0 0 1 1 0 1 1 0 0 1 1 1 1 0 0 1 1 1 0 1 1 0 0 1 0 1 0 0 0 0 1 1 1 1 0 ;"0,64034183";"0,607602362";"138,562";"80,39149337";"28,9134574";"5,377123525";"4,257417299";"0,130739011";"0,124985305";10;"0,1";"0,8";100;
LAPPAS & YANNACOPOULOS;algoritmos_evolutivos;38;1 1 1 0 1 1 1 1 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 1 0 0 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 0 ;"0,641530969";"0,472824889";"132,9877667";"84,63459785";"30,3388823";"5,508074282";"4,294352248";"0,13165368";"0,124286799";10;"0,1";"0,8";100;
