algoritmo;grupo_testes;atributos;layers;r2_validação;R²;treinamento (min);mst;mse;rmse;mae;mape;smape;geracoes;taxa_mutação;taxa_crossover;tamanho_população;
LASSO;algoritmos_selecionadores;50;[];"0,540929459";"0,514375241";0;"0,042508652";"0,01951447";"0,139694201";"0,104477372";"0,266059111";"0,198896026";0;0;0;0;"{""alpha"":0,05}"
LASSO;algoritmos_selecionadores;50;[];"0,541408471";"0,459670416";0;"0,042508652";"0,019494108";"0,139621301";"0,106131885";"0,277195048";"0,204263498";0;0;0;0;"{""alpha"":0,05}"
LASSO;algoritmos_selecionadores;50;[];"0,531494273";"0,489355334";0;"0,042508652";"0,019915547";"0,141122453";"0,099429293";"0,284182496";"0,189571835";0;0;0;0;"{""alpha"":0,05}"
LASSO;algoritmos_selecionadores;50;[];"0,603110194";"0,526238138";0;"0,042508652";"0,016871251";"0,129889378";"0,098903756";"0,265378592";"0,196281849";0;0;0;0;"{""alpha"":0,05}"
LASSO;algoritmos_selecionadores;50;[];"0,579819233";"0,463567678";0;"0,042508652";"0,017861318";"0,133646242";"0,09515334";"0,276366618";"0,18438149";0;0;0;0;"{""alpha"":0,05}"
[RF]FEATURE IMPORTANCE;algoritmos_selecionadores;43;"[1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1]";"0,463142976";"0,25272295";0;"0,042508652";"0,022821068";"0,151066437";"0,114015247";"0,31338586";"0,213372549";0;0;0;0;"{""n_trees"":50,""maxFeatures"":50,""replacement"":true,""limiar"":0,025}"
[RF]FEATURE IMPORTANCE;algoritmos_selecionadores;43;"[1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1]";"0,47492894";"0,196573003";0;"0,042508652";"0,022320063";"0,149399006";"0,108996715";"0,315430278";"0,205237641";0;0;0;0;"{""n_trees"":50,""maxFeatures"":50,""replacement"":true,""limiar"":0,025}"
[RF]FEATURE IMPORTANCE;algoritmos_selecionadores;43;"[1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1]";"0,412351356";"0,125123746";0;"0,042508652";"0,024980152";"0,158051104";"0,113286851";"0,336219884";"0,20945086";0;0;0;0;"{""n_trees"":50,""maxFeatures"":50,""replacement"":true,""limiar"":0,025}"
[RF]FEATURE IMPORTANCE;algoritmos_selecionadores;43;"[1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1]";"0,483327086";"0,265124815";0;"0,042508652";"0,021963069";"0,148199423";"0,111303996";"0,314681043";"0,206636791";0;0;0;0;"{""n_trees"":50,""maxFeatures"":50,""replacement"":true,""limiar"":0,025}"
[RF]FEATURE IMPORTANCE;algoritmos_selecionadores;43;"[1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1]";"0,387795153";"0,252675591";0;"0,042508652";"0,026024003";"0,161319567";"0,122285292";"0,340717204";"0,226413066";0;0;0;0;"{""n_trees"":50,""maxFeatures"":50,""replacement"":true,""limiar"":0,025}"
[RF]FEATURE IMPORTANCE;algoritmos_selecionadores;43;"[1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1]";"0,456159405";"0,266074931";0;"0,042508652";"0,02311793";"0,152045817";"0,115098247";"0,323609288";"0,215745557";0;0;0;0;"{""n_trees"":50,""maxFeatures"":50,""replacement"":true,""limiar"":0,025}"
[RF]FEATURE IMPORTANCE;algoritmos_selecionadores;43;"[1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1]";"0,501477941";"0,221048677";0;"0,042508652";"0,021191501";"0,145573008";"0,106323421";"0,307571724";"0,197621687";0;0;0;0;"{""n_trees"":50,""maxFeatures"":50,""replacement"":true,""limiar"":0,025}"
[RF]FEATURE IMPORTANCE;algoritmos_selecionadores;43;"[1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1]";"0,461500423";"0,25310927";0;"0,042508652";"0,022890891";"0,15129736";"0,113354599";"0,316109661";"0,211915194";0;0;0;0;"{""n_trees"":50,""maxFeatures"":50,""replacement"":true,""limiar"":0,025}"
[RF]FEATURE IMPORTANCE;algoritmos_selecionadores;43;"[1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1]";"0,474402965";"0,232122257";0;"0,042508652";"0,022342421";"0,149473815";"0,111509773";"0,301114026";"0,208014508";0;0;0;0;"{""n_trees"":50,""maxFeatures"":50,""replacement"":true,""limiar"":0,025}"
[RF]FEATURE IMPORTANCE;algoritmos_selecionadores;43;"[1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1]";"0,478826375";"0,161418326";0;"0,042508652";"0,022154388";"0,148843502";"0,111559386";"0,315102567";"0,210290863";0;0;0;0;"{""n_trees"":50,""maxFeatures"":50,""replacement"":true,""limiar"":0,025}"
CORRELATION;algoritmos_selecionadores;19;[];"0,51940353";"0,385398336";0;"0,042508652";"0,020429508";"0,14293183";"0,100693832";"0,296401104";"0,193898795";0;0;0;0;"{""limiar"":0,01}"
CORRELATION;algoritmos_selecionadores;19;[];"0,507765788";"0,406096976";0;"0,042508652";"0,020924213";"0,14465204";"0,101638109";"0,303988493";"0,19730007";0;0;0;0;"{""limiar"":0,01}"
CORRELATION;algoritmos_selecionadores;19;[];"0,490415066";"0,384500498";0;"0,042508652";"0,021661769";"0,147179375";"0,105922864";"0,2998224";"0,203046967";0;0;0;0;"{""limiar"":0,01}"
CORRELATION;algoritmos_selecionadores;19;[];"0,488678227";"0,366830236";0;"0,042508652";"0,021735599";"0,147429981";"0,105164351";"0,307089701";"0,201964673";0;0;0;0;"{""limiar"":0,01}"
CORRELATION;algoritmos_selecionadores;19;[];"0,492564444";"0,169491059";0;"0,042508652";"0,021570401";"0,146868653";"0,105005332";"0,296925943";"0,200418323";0;0;0;0;"{""limiar"":0,01}"
CORRELATION;algoritmos_selecionadores;19;[];"0,515355733";"0,368450702";0;"0,042508652";"0,020601574";"0,143532486";"0,10380518";"0,281780902";"0,198757909";0;0;0;0;"{""limiar"":0,01}"
CORRELATION;algoritmos_selecionadores;19;[];"0,444145332";"0,370536479";0;"0,042508652";"0,023628633";"0,153716078";"0,108509784";"0,331984714";"0,208637599";0;0;0;0;"{""limiar"":0,01}"
CORRELATION;algoritmos_selecionadores;19;[];"0,533025431";"0,395587801";0;"0,042508652";"0,019850459";"0,140891658";"0,099616453";"0,289477417";"0,190741265";0;0;0;0;"{""limiar"":0,01}"
CORRELATION;algoritmos_selecionadores;19;[];"0,518599785";"0,442251417";0;"0,042508652";"0,020463674";"0,143051299";"0,0988225";"0,28831056";"0,188944214";0;0;0;0;"{""limiar"":0,01}"
CORRELATION;algoritmos_selecionadores;19;[];"0,520095136";"0,365378057";0;"0,042508652";"0,020400109";"0,142828949";"0,100917166";"0,298346311";"0,194620314";0;0;0;0;"{""limiar"":0,01}"
TSNE;algoritmos_redutores_dimensionalidade;2;[];"0,346508896";"0,331588072";0;"0,042508652";"0,027779026";"0,166670411";"0,131587444";"0,337158335";"0,236748059";0;0;0;0;"{""nComponentsTSNE"":2,""nIteracoes"":2000,""perplexidade"":30}"
TSNE;algoritmos_redutores_dimensionalidade;2;[];"0,350725455";"0,295478876";0;"0,042508652";"0,027599786";"0,166131832";"0,127934793";"0,37929655";"0,235028223";0;0;0;0;"{""nComponentsTSNE"":2,""nIteracoes"":2000,""perplexidade"":30}"
TSNE;algoritmos_redutores_dimensionalidade;2;[];"0,375604121";"0,331270817";0;"0,042508652";"0,026542227";"0,162917854";"0,125868909";"0,361829881";"0,23206212";0;0;0;0;"{""nComponentsTSNE"":2,""nIteracoes"":2000,""perplexidade"":30}"
TSNE;algoritmos_redutores_dimensionalidade;2;[];"0,342492021";"0,270961041";0;"0,042508652";"0,027949778";"0,16718187";"0,131225331";"0,356483494";"0,237269148";0;0;0;0;"{""nComponentsTSNE"":2,""nIteracoes"":2000,""perplexidade"":30}"
TSNE;algoritmos_redutores_dimensionalidade;2;[];"0,376697062";"0,346164303";0;"0,042508652";"0,026495768";"0,162775206";"0,129835034";"0,355525831";"0,237629839";0;0;0;0;"{""nComponentsTSNE"":2,""nIteracoes"":2000,""perplexidade"":30}"
TSNE;algoritmos_redutores_dimensionalidade;2;[];"0,294716082";"0,243192654";0;"0,042508652";"0,029980669";"0,173149267";"0,132629922";"0,36919056";"0,239534567";0;0;0;0;"{""nComponentsTSNE"":2,""nIteracoes"":2000,""perplexidade"":30}"
TSNE;algoritmos_redutores_dimensionalidade;2;[];"0,33549012";"0,354658838";0;"0,042508652";"0,028247419";"0,168069685";"0,129930345";"0,338062837";"0,237903484";0;0;0;0;"{""nComponentsTSNE"":2,""nIteracoes"":2000,""perplexidade"":30}"
TSNE;algoritmos_redutores_dimensionalidade;2;[];"0,379705199";"0,344740765";0;"0,042508652";"0,026367896";"0,162381944";"0,125284801";"0,368443619";"0,231665913";0;0;0;0;"{""nComponentsTSNE"":2,""nIteracoes"":2000,""perplexidade"":30}"
TSNE;algoritmos_redutores_dimensionalidade;2;[];"0,180596929";"0,326172492";0;"0,042508652";"0,03483172";"0,18663258";"0,148693255";"0,426220431";"0,265549637";0;0;0;0;"{""nComponentsTSNE"":2,""nIteracoes"":2000,""perplexidade"":30}"
TSNE;algoritmos_redutores_dimensionalidade;2;[];"0,332506231";"0,340397417";0;"0,042508652";"0,02837426";"0,168446609";"0,131206637";"0,354965509";"0,239911533";0;0;0;0;"{""nComponentsTSNE"":2,""nIteracoes"":2000,""perplexidade"":30}"
