10	0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 	0.8694971783735421	0.7841047682901745	62.81671666666667	87.62924429506138	11.435863637499695	3.3816953791699946	2.5596867446620015	0.08094446990768753	0.0774203550949203	10	0.1	0.8	100
9	0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 	0.8992318589861185	0.9131908536371142	88.82455	95.36945339252816	9.610202527875076	3.100032665614199	2.1986387680788004	0.07099311094378662	0.06785816774198439	10	0.1	0.8	100
11	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 	0.8993898453582022	0.796552769623923	66.0769	83.41284258649394	8.39217899173909	2.8969257829186943	2.1736225449115265	0.06630049838751394	0.06408206030740439	10	0.1	0.8	100
10	0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 	0.8643477728214055	0.7461196818138256	79.44429999999998	79.22383451848592	10.746889598061031	3.2782448959864228	2.4393287498664034	0.07132938349277519	0.0694321403289547	10	0.1	0.8	100
13	0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 	0.9067496169529421	0.8318060178241392	74.5288	81.48885521465711	7.598866962833021	2.756604244869586	2.19064880396768	0.0652367614072682	0.06454671665445504	10	0.1	0.8	100
10	0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 	0.8653809573014327	0.8709074096568139	64.86364999999999	82.52207669318794	11.109042965934714	3.3330230971198977	2.48788814956862	0.08407712925579015	0.07953318811742568	10	0.1	0.8	100
8	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 	0.9554959217351596	0.7459355922189935	59.66956666666667	88.80833931525751	3.9523332834567233	1.9880476059331988	1.5576265731327854	0.049239405964866076	0.04849265747387843	10	0.1	0.8	100
7	0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 	0.9102159835885588	0.6847870643579397	64.2114	106.50817834252001	9.562732032257518	3.092366736378064	2.40392100325151	0.07866376899685593	0.07500975728936994	10	0.1	0.8	100
13	0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 	0.8968463740324548	0.8774769587007545	82.5521	114.98278336370106	11.860891027806497	3.4439644347476204	2.397050588702672	0.0660562986721319	0.06640237587007287	10	0.1	0.8	100
7	0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 	0.8851192404527085	0.8850745706802786	73.19793333333332	71.32601579091418	8.193986869542329	2.862514081981489	2.0829036972648094	0.06805884555830821	0.06470701654774395	10	0.1	0.8	100
