55	[]	0.72981461406577395	0.7566751035711116	0	0.034582023723396874	0.023176366915451295	0.15223786294956748	0.10922480517538982	0.513558754215285	0.35192097207594114	0	0	0	0	2
55	[]	0.78257558345450615	0.757370711940199	0	0.02989522626497237	0.01845804263414609	0.1358603791918236	0.10025384437703082	0.5302559553011138	0.37035226344794736	0	0	0	0	2
55	[]	0.78257558345450615	0.757370711940199	0	0.02989522626497237	0.01845804263414609	0.1358603791918236	0.10025384437703082	0.5302559553011138	0.37035226344794736	0	0	0	0	2
55	[]	0.42557108727924853	0.5285004729267984	0	0.0356454813810796	0.020475795113141345	0.14309365853573436	0.09856759699272995	0.7479136754434385	0.3379696137521775	0	0	0	0	2
55	[]	0.010924541300965096	0.3693341358221415	0	0.03424839772890183	0.03387424969342056	0.18404958487706666	0.12508935155260814	0.526274554288877	0.3683233965168709	0	0	0	0	2
55	[]	0.39262636041269294	0.15816001660629164	0	0.03024293812829502	0.018368763402796286	0.13553141112965764	0.09835288024003033	Infinity	0.35599566340756844	0	0	0	0	2
55	[]	0.45759140190527314	0.44287183496042215	0	0.029232683158469823	0.01585605869053295	0.12592084295513967	0.08979948747546926	Infinity	0.38156763333087257	0	0	0	0	2
55	[]	0.23277708839661182	0.45802706416086714	0	0.03331824544053274	0.02556252127640184	0.1598828360906881	0.11352872130842537	0.8583615018745838	0.3691938503045198	0	0	0	0	2
55	[]	0.3252913906458257	0.4524063996185792	0	0.03191607283707911	0.021534049119952183	0.1467448435889731	0.09379429283778717	0.9418249613235894	0.29454680677848005	0	0	0	0	2
55	[]	0.3794770966488712	0.18074909546071094	0	0.03475751326100938	0.021567833041986898	0.14685990958048045	0.09167172866014046	Infinity	0.32235083557039984	0	0	0	0	2
55	[]	0.42557108727924853	0.5285004729267984	0	0.0356454813810796	0.020475795113141345	0.14309365853573436	0.09856759699272995	0.7479136754434385	0.3379696137521775	0	0	0	0	2
